customer_id,income,loan_amount,credit_score,employment_years,debt_ratio,risk_level
377,129833.7904260291,22819.95749513061,322,29,0.32205177845330935,High Risk
378,23025.351645657363,26226.05034255482,659,39,0.36593588325250825,Low Risk
379,125880.90273656165,18602.43510058852,374,17,0.5368092643686077,High Risk
380,56641.12072054199,30054.591720311444,417,1,0.5977844502453439,Low Risk
381,35361.427590815314,9012.669756666117,679,31,0.3913572246723408,Medium Risk
382,110575.83149733959,20162.995295936274,589,7,0.5062369105220859,Medium Risk
383,101762.57008138493,48501.203794429086,739,21,0.2634705121683376,High Risk
384,134071.36175851687,13648.53820235525,306,5,0.25287197872364553,Low Risk
385,115559.23569450514,33180.09656252332,495,11,0.30135186049728013,Medium Risk
386,124452.52095003032,16934.31314701005,720,39,0.4362536313368246,Low Risk
387,56664.49443426984,38900.183158643435,492,35,0.44109584462754936,Low Risk
388,43067.140691363966,7412.809375199142,447,14,0.25761971732472544,Medium Risk
389,117579.91771331159,48521.231208848694,501,27,0.16660496206831435,Low Risk
390,124888.51610474433,23235.687527798324,743,17,0.41619812823275426,Medium Risk
391,148765.66846008753,12566.472703976733,718,1,0.16416293109438226,Medium Risk
392,73640.29799848545,4601.34061917062,726,12,0.38924625411466507,Medium Risk
393,68362.35115306181,9318.137349289496,778,14,0.4467110640281545,Low Risk
394,120933.68489645958,26468.923479244866,774,19,0.4503057481972258,Medium Risk
395,64304.46023289232,17513.15564513303,425,28,0.47673605532979835,Low Risk
396,140998.45232846343,41615.284928247864,694,28,0.5364297107828323,Medium Risk
397,131593.65773959155,22113.48865942849,624,2,0.3499794959823942,Medium Risk
398,75769.22355875239,13186.999356793865,691,18,0.4651245947647856,High Risk
399,117613.23881289466,31240.10434359747,739,2,0.40958636768291834,High Risk
400,118090.57363100871,35632.08362738685,503,13,0.1933199698988413,High Risk
401,33406.102948671236,9185.053487146542,785,39,0.11284482243470409,Low Risk
402,137331.87786834367,9213.341598127565,330,3,0.2422706928384669,Low Risk
403,85682.80841822142,2796.8999197436056,687,10,0.32151685316880974,Medium Risk
404,127439.47059400642,37083.698738216386,733,30,0.4085529722143282,Medium Risk
405,61606.44813397953,33526.42185346845,675,31,0.5249796652516027,Medium Risk
406,136418.01970450606,24256.91291174088,643,26,0.19812285835308283,Medium Risk
407,70596.2182354412,42364.35199949066,742,29,0.16277489494923855,Low Risk
408,21408.894692438786,40477.83749455261,374,1,0.5817399737371638,Medium Risk
409,137699.65693450428,29682.363855440854,454,8,0.15402227968820356,Medium Risk
410,31867.267982197365,43545.29274514967,729,27,0.33924553505359456,High Risk
411,61510.77288675393,11086.219291801644,662,30,0.39278186439665097,Medium Risk
412,143508.05571660463,6484.061350488666,747,33,0.3706872104537191,Medium Risk
413,143578.9291018823,14217.730964332492,533,14,0.1430160785164716,Medium Risk
414,94546.9254560272,3797.2559483764276,561,24,0.1285134570018097,Low Risk
415,102138.8375820739,27027.30687205057,424,35,0.15274171373051784,High Risk
416,78297.91785718157,46893.67892245311,544,7,0.3927938419363063,Medium Risk
417,58117.40032074839,2927.8334927569726,841,8,0.3721724438171605,Medium Risk
418,62726.39089808908,6983.385786491313,784,36,0.21687039601837213,High Risk
419,107427.39929001499,23157.75238588833,421,38,0.41888707092279576,Medium Risk
420,117808.6888268984,46759.875858867345,424,31,0.5100337510278247,Low Risk
421,122905.27568436031,16491.649143860777,848,16,0.12078947992329689,Medium Risk
422,122650.358563292,25854.505625731228,469,34,0.3490649717740212,Low Risk
423,31856.793396329747,3037.0700934692127,423,36,0.4446552060513451,Low Risk
424,84274.63961133559,8268.816847142354,334,18,0.22615596353484355,Medium Risk
425,27482.638802163758,49344.876024983496,386,28,0.2538854526465746,High Risk
426,91438.75470208561,48290.81612536623,500,6,0.40681895149469194,Low Risk
427,77398.96517853902,1242.0590657860712,668,27,0.5489676467218685,High Risk
428,135401.54375857895,47638.77748573871,376,8,0.5049622101514497,Medium Risk
429,65618.95163177024,32316.87695295952,358,27,0.39156510954979173,Low Risk
430,35218.712135588765,43527.996431481086,730,5,0.4651108588786246,Medium Risk
431,38588.91866686866,23282.252926059096,799,28,0.2824112351038993,High Risk
432,118996.3821232714,26264.205400383264,408,16,0.4204827640493789,Medium Risk
433,100368.34823111394,24953.482432589088,577,15,0.3330907955637785,Medium Risk
434,33145.94789596273,33676.34861975911,367,22,0.19496806822878046,Low Risk
435,30933.884794949667,7842.911483059333,368,30,0.4508691369386286,Medium Risk
436,111125.9870896856,2468.70590376122,464,2,0.378232318674411,Medium Risk
437,29459.19082734516,16088.567137968355,788,20,0.2793107909767957,Medium Risk
438,126841.80770774631,35529.357374095685,604,25,0.5556695950393153,Low Risk
439,111811.48953034451,10890.81915402447,664,35,0.11046705891336664,High Risk
440,30575.34148344697,33998.18923292095,678,36,0.25788657562474804,High Risk
441,31028.90283107495,48525.690259256255,642,21,0.12844069888882328,Medium Risk
442,148263.1452051528,5601.135073681501,653,11,0.4832636581108136,Low Risk
443,68655.20344829565,33957.50379303119,715,12,0.4510537270568963,Medium Risk
444,68183.47911869582,22743.760745923988,408,10,0.26567610936815855,High Risk
445,125663.94374347533,43538.97046449776,796,15,0.4378314511035365,Low Risk
446,143142.31505990162,9680.33968292191,640,7,0.29796861309797495,High Risk
447,148180.13829697322,34938.67165908206,682,39,0.47812689571121714,High Risk
448,117939.16408366241,42067.6491927574,832,39,0.32709183136835307,Low Risk
449,68913.74611901905,47286.09675422714,599,1,0.3061398639158328,Low Risk
450,30855.09317082694,34479.153386192644,438,29,0.5673649577441505,Medium Risk
451,121029.09907056678,25361.563436412936,658,29,0.22543954994535012,Medium Risk
452,92592.55246565466,31274.514769859477,798,11,0.16022366999828272,High Risk
453,75148.86120210693,43576.34423945719,684,9,0.3922715566297291,Low Risk
454,137826.07006231567,28959.877585302653,579,10,0.5846609061420894,Low Risk
455,34455.672699799674,2488.965925145006,782,14,0.2889196068635933,Medium Risk
456,84041.26355781169,46616.48607984191,410,15,0.13101838181439077,High Risk
457,21475.97381976448,34786.8108005465,438,16,0.26965263365478376,High Risk
458,80925.88345923641,34149.15590308508,734,25,0.3529658271597792,Medium Risk
459,27319.425838638854,11568.082467488142,808,1,0.18096150331610686,Low Risk
460,35446.32911484935,33285.388041400205,572,11,0.42905110902824606,Medium Risk
461,35278.412081023635,20299.355877053764,398,25,0.5988746945051003,Medium Risk
462,104397.33927508826,32910.41587503311,403,22,0.32586973799072194,Medium Risk
463,116985.83430450503,6223.058485091546,513,17,0.27736427836510635,Medium Risk
464,95837.93946263075,33234.41992554876,464,31,0.3003520834172333,Low Risk
465,145082.43130169046,49971.272562762664,819,37,0.15757308919760057,Medium Risk
466,68733.17533808152,3362.3899041672453,583,2,0.5416368007131119,Low Risk
467,57142.571216641896,48881.53502684455,816,37,0.307412827760676,Medium Risk
468,132917.88666462986,20938.49007542066,463,2,0.2936372057124207,High Risk
469,49067.45900752884,43666.9190665257,363,29,0.42984513646523714,Low Risk
470,145218.93012727948,39336.8887188554,390,0,0.3210167104655618,High Risk
471,21580.081709676124,28783.79678834672,416,29,0.42411673440392306,Medium Risk
472,146084.2474719931,37184.011253315,566,31,0.13072314506539376,Medium Risk
473,25610.788553574894,44047.26250376605,439,27,0.5068616718611137,Medium Risk
474,135848.60478074924,20802.875760900617,545,20,0.5702519764397013,Low Risk
475,88601.14418121899,17024.624916598696,694,12,0.424382693079693,High Risk
476,149085.42349550902,33712.075892615656,786,26,0.5772829644294054,Low Risk
477,29593.55341560185,40584.45115512167,775,35,0.17571615718498165,Low Risk
478,92001.0569721717,38351.97160405417,816,6,0.3387080947401768,Medium Risk
479,146009.32963048288,40092.86879407309,483,21,0.40090336697272366,High Risk
480,88002.71974211934,22343.582425833716,319,9,0.3908683237105933,Medium Risk
481,101821.82295758413,41073.87659257606,823,38,0.30073088954452165,Low Risk
482,110447.32956800023,6890.2437131598135,828,14,0.26904220468313067,Medium Risk
483,79090.33841981052,27679.965800081627,446,14,0.1634120112752094,High Risk
484,101582.55041092825,1282.174364407957,603,3,0.29587122528113907,Medium Risk
485,95960.86055000302,16904.705665113244,527,31,0.18133040755274257,High Risk
486,137150.54136382858,18956.615208698495,401,22,0.4671828382461092,High Risk
487,25908.02944438952,20412.461888853515,716,5,0.204415467747295,Medium Risk
488,56525.214646989945,35077.89312780325,515,23,0.12928265264226693,Low Risk
489,143553.49292995263,20039.346962246942,706,19,0.3761830689086172,Medium Risk
490,135734.29190581912,22985.987508504,698,36,0.3976148663597008,Low Risk
491,79235.37786214269,12639.662412842046,798,19,0.5359565306402527,Low Risk
492,100617.23771419977,19289.337789837664,764,11,0.3884908062088409,Medium Risk
493,56059.55378754725,12136.211735894422,381,32,0.27274042686172284,Low Risk
494,44455.75076408897,4586.600264653738,664,27,0.5015059407631602,Low Risk
495,80280.79264219769,30568.981075687516,462,7,0.37013944659371056,Medium Risk
496,65935.78964338687,33742.4271291958,347,0,0.13964014231559588,Medium Risk
497,95875.29454061337,31355.026954471112,810,36,0.3829252801566233,Medium Risk
498,30105.502805448028,23711.208146228044,628,21,0.5540092727108312,Low Risk
499,146671.32499660164,19609.50322878226,415,5,0.29815631274911025,High Risk
500,148207.39678234837,43303.34882901944,636,20,0.24816290094990004,Low Risk
501,110761.02282256687,26435.007471674686,446,31,0.17173472850901003,High Risk
502,89692.52762473565,24479.912003856818,622,34,0.17572276096767867,Medium Risk
503,60238.59011722261,2256.4612245153485,742,14,0.3163857421709094,High Risk
504,125793.35256190333,17721.14355368166,312,4,0.39783991208076475,Medium Risk
505,109015.0524320043,19629.585320506994,793,5,0.14030770258480088,Medium Risk
506,41140.20211483587,20542.316263948123,586,24,0.5697842945125828,High Risk
507,138420.53398419952,29428.446092139282,413,39,0.47756680872259794,Medium Risk
508,126929.84158001197,27146.524789617044,779,28,0.39331195914183137,High Risk
509,143473.98872795014,30787.349546878788,321,6,0.5142193354694954,Medium Risk
510,114343.5360904868,38479.27981556429,648,39,0.14009337840605665,Low Risk
511,99743.97547165268,40836.30119708858,619,12,0.3384194388665622,Low Risk
512,74371.59471778045,36188.030735098226,425,37,0.4150465634308317,Medium Risk
513,141254.70283602172,47820.6611017918,576,17,0.5143264530591446,Medium Risk
514,132588.30563505308,1893.39655114172,503,1,0.4917347800246339,High Risk
515,25878.427113804624,10593.12129849376,493,7,0.23853462485669982,Low Risk
516,23427.706684642762,1370.580873928964,846,10,0.5704400847796022,High Risk
517,68940.23769414645,32726.260993575546,585,32,0.16217292071543518,Medium Risk
518,125371.93300163827,45003.49689854936,356,37,0.5375668093105761,Medium Risk
519,148345.8968109428,12930.632532238664,602,26,0.5854701248023093,High Risk
520,39554.19584345866,46424.692695019025,462,19,0.1885767616113128,Medium Risk
521,97236.99299577756,3953.102124188482,318,11,0.4610330321018926,Low Risk
522,69515.8113620328,46787.3653134702,669,30,0.12014275938899924,High Risk
523,146088.87171589842,18229.511674742087,563,26,0.30271141256957745,Low Risk
524,129475.46000764213,5969.62059401161,412,31,0.358141649598837,Low Risk
525,128982.73161244793,24807.716200129955,787,9,0.39032261295481707,Low Risk
526,80930.11077334614,13582.05181830489,626,2,0.5679686241242797,High Risk
527,73926.53530389647,14958.77219613422,841,26,0.4361253436470973,Medium Risk
528,55542.91935099181,16057.208281388042,364,34,0.34063897560961853,Low Risk
529,27328.814564620523,40348.268993800506,591,30,0.5048375181329446,Low Risk
530,132413.90891315692,27418.90255708747,324,14,0.5752664104772045,Low Risk
531,125677.13118691009,16254.077258644178,848,15,0.11103307434114543,Medium Risk
532,149963.297527197,30906.355382235,300,12,0.5912606361280194,Medium Risk
533,149562.7888196077,36091.38303693649,848,34,0.14306606953184017,High Risk
534,92206.12172834156,14358.576035943155,440,10,0.5071933896343807,Medium Risk
535,119968.36397346636,21263.905974742225,487,20,0.24016737627570625,High Risk
536,142819.54488471564,6972.41857351043,427,10,0.16608982887693588,High Risk
537,130454.16078806348,9876.318127199336,500,29,0.31992781985691743,High Risk
538,52155.25322661569,34374.774844284155,426,34,0.4219782897238068,High Risk
539,78570.73759031216,9890.47903708572,556,21,0.2904759225117375,High Risk
540,36790.72396969434,26733.005799685947,846,37,0.12728270414134948,Low Risk
541,144026.6335436339,35743.2668243992,493,30,0.3997305698293583,Medium Risk
542,98802.7024786144,6236.969231642448,403,13,0.5512016380553374,Low Risk
543,49723.56471545015,28798.298761816273,834,23,0.2916076829736258,High Risk
544,107321.08897276137,13571.576401366825,564,31,0.20816638881541352,Medium Risk
545,100356.67125952645,48183.41688664141,683,35,0.32128867296640773,Low Risk
546,66561.15334426926,24693.736689276313,559,31,0.12418135552439044,Low Risk
547,34762.48698595177,40493.634938982745,713,14,0.5102437922401374,High Risk
548,107304.51542706395,27961.100565656827,657,34,0.5131704054750934,Low Risk
549,87640.00111749313,3127.214109886139,374,2,0.39400023171481424,Low Risk
550,120401.39092563311,32024.417404107095,654,15,0.2765514444691948,Low Risk
551,87621.25514455914,47618.76376812619,487,4,0.4998916822228917,Low Risk
552,130783.59504141021,30478.97918717023,589,20,0.3773435123941836,Low Risk
553,91747.88904068312,41140.25411191272,344,9,0.5129661542750081,High Risk
554,92921.93629960022,44326.11670407198,382,18,0.4157293962915103,High Risk
555,133964.96834558487,12175.90882549769,422,24,0.4922027366063987,Low Risk
556,72452.77260761161,11390.197155503105,657,3,0.39928149660888,High Risk
557,37421.979698583295,30938.068453698594,827,28,0.30707053410783314,High Risk
558,23741.747920734066,21140.39502052853,365,18,0.5789729299630688,Medium Risk
559,118167.84323757047,42153.203840469294,674,1,0.37055691243942235,Low Risk
560,100640.24167595041,45101.133046502546,461,9,0.4025447592702692,High Risk
561,111530.36985289906,18317.647585833187,679,24,0.21024381970737463,High Risk
562,47685.3409961584,12606.65738974962,657,19,0.4128253947136382,Low Risk
563,37728.29182628007,39245.75024694923,487,18,0.3858038247414719,Medium Risk
564,21890.80653682465,14465.49574185867,621,22,0.19241919897351248,Low Risk
565,65576.3826448576,41308.10160717024,749,23,0.12979354867657186,Medium Risk
566,96689.2992911023,21763.174428789378,773,10,0.4021796598573856,Low Risk
567,70991.72586296519,33709.94506528205,312,33,0.48184613467516024,Low Risk
568,76871.73986308477,5681.230377898741,483,27,0.3617006854610041,Low Risk
569,137540.6302841873,31569.106909152077,410,4,0.21338631265982286,Low Risk
570,65273.210713029046,23136.616258124228,807,4,0.4332609883465175,Medium Risk
571,86818.6335907754,29743.81469559823,589,20,0.14005286330480113,Medium Risk
572,121874.8916563486,9232.696179498307,594,11,0.32091685240097734,High Risk
573,71550.56170176512,37106.81350226492,750,3,0.1816833791992101,Low Risk
574,100871.27102962356,43277.0567996182,514,19,0.19222952552994169,Medium Risk
575,132107.28213707687,11620.250204448006,326,37,0.20114697457910183,Medium Risk
576,143437.68107549346,5690.013220487925,530,24,0.2933535285219889,Medium Risk
577,39119.55252077493,2158.2907162704832,620,13,0.12557510281019882,Low Risk
578,140456.39127099427,32456.603521720033,532,10,0.29889672046454907,High Risk
579,83975.11810033995,30747.60776835026,736,31,0.35585372355735045,Medium Risk
580,53571.770478864586,27788.17322298943,832,10,0.34164714248316264,Low Risk
581,79687.64831097398,12365.407709682795,702,17,0.29139205020152026,Medium Risk
582,147404.23478711201,20154.39379937022,352,26,0.5195733040353763,Medium Risk
583,84040.35221907304,30129.340424122478,612,17,0.17266334621025206,High Risk
584,62737.709337376065,25341.5760840993,580,22,0.35284837189068696,Medium Risk
585,102342.11106117435,49401.490490529475,330,10,0.13102070847827715,Medium Risk
586,51218.930441165096,7685.547875279924,636,20,0.13557783943895488,Low Risk
587,29862.23265412631,35062.083148332094,482,4,0.38693292483854813,Low Risk
588,36754.3638483844,20811.619637110314,322,22,0.3830092124439105,High Risk
589,36645.95906451042,21981.781131355125,843,24,0.5390167564222285,Low Risk
590,39747.350156598266,36162.290517250636,745,9,0.3789368378300366,Low Risk
591,38047.53244442332,34929.371414894114,373,21,0.5798955102024251,High Risk
592,103313.7168244179,49571.54369140723,309,18,0.12434742419996489,Medium Risk
593,43644.41097188883,7291.320183252136,783,0,0.14900384239037054,High Risk
594,64936.74683210222,6101.372819824151,755,6,0.1220329307851907,Low Risk
595,136582.49328778154,36492.602039308316,459,3,0.19263842516677002,High Risk
596,81615.01323417341,29340.958933314047,313,0,0.3706350554708391,Medium Risk
597,106782.50600773354,14433.872661430487,477,14,0.422786090713714,High Risk
598,42401.583256211874,4891.549080460343,711,39,0.1227925789743344,Low Risk
599,44997.572445127196,5197.254230225096,352,11,0.5729854449227997,Low Risk
600,25312.920114642253,44815.352858541795,707,21,0.5210826883251906,High Risk
601,41961.55819938139,10401.498911218403,321,21,0.24830624107854657,Medium Risk
602,56216.74407415462,16845.20654366052,329,16,0.13859376511323399,High Risk
603,43011.362955977085,12106.163709122413,559,28,0.18494353660952864,Medium Risk
604,31531.32938841723,18394.818985764927,504,13,0.16347220687748634,Medium Risk
605,35682.6632430781,4401.768294558575,358,19,0.16164188964947343,High Risk
606,79901.23984425435,26433.929754505247,770,32,0.359280844332867,Medium Risk
607,46823.38339275302,4313.015616018531,765,14,0.22292372124670015,Low Risk
608,67355.0819362498,40217.46888329572,311,11,0.2790698582645722,High Risk
609,85444.2452111314,12451.892013611217,589,39,0.5947526666921612,Medium Risk
610,109751.32772181749,27460.58381562102,653,19,0.4421571244626724,Low Risk
611,25110.57817934286,44123.87529051145,374,29,0.5744903335235007,High Risk
612,123923.35185817555,32892.99108331252,740,37,0.1712782775165578,Low Risk
613,101627.05063381801,27114.93154101543,540,2,0.2910697374162846,Low Risk
614,30628.67415335335,16892.353902653405,453,27,0.3773659016411771,Low Risk
615,133565.22113388104,17317.093739851698,395,25,0.138379030944369,Medium Risk
616,139713.4120691357,33804.860804711316,593,29,0.10209372181397894,High Risk
617,27940.13478113229,49712.828699837206,508,12,0.4352171668984588,High Risk
618,55994.09425913649,33430.12030261955,642,12,0.42090975840071765,Medium Risk
619,124806.16637309798,28331.38745113122,387,1,0.30539440499980586,High Risk
620,117273.7597498756,36801.875001723056,689,36,0.3448220380160163,Low Risk
621,43987.73251632905,23795.07500190219,624,37,0.30772150029604484,High Risk
622,47215.41203377234,3946.9747874384757,456,1,0.11200252242244443,Medium Risk
623,68161.37336287966,28552.54397801758,436,35,0.26768580310873125,Low Risk
624,82987.98807483277,47923.63894076363,727,25,0.18854112769864492,Medium Risk
625,100373.12029893848,9589.844175525322,751,10,0.14921209455068438,Low Risk
626,67958.77314407041,34810.23965021262,440,7,0.5783602169446749,Low Risk
627,80129.51309730922,10845.750744293768,382,39,0.3996798625210828,High Risk
628,117171.22195738835,27255.556539180983,476,21,0.4643281421183013,Low Risk
629,24768.816375777726,5737.146032689261,497,19,0.2576818716330588,Medium Risk
630,52816.8027647227,23068.175876651072,720,7,0.2965735647470076,High Risk
631,112735.44616499182,38052.00311586706,700,28,0.21846199694836174,Medium Risk
632,136376.88889933593,18031.004687710123,770,39,0.14848283548271238,Low Risk
633,86518.0674750366,33580.67449987368,517,25,0.1895158187207919,Medium Risk
634,89174.75308449104,39977.04807869673,474,29,0.49875702264824295,Medium Risk
635,33932.36147417089,46431.71315449318,322,16,0.43877290259188795,Low Risk
636,78163.60768704911,12497.462010917223,534,19,0.37346443799273843,High Risk
637,89240.24463915301,20566.4798746561,312,15,0.337544936433384,Medium Risk
638,51521.165472514855,8468.384653190455,400,6,0.5612171418280623,Low Risk
639,55001.62002341953,49631.69160576039,835,15,0.1363674738893342,High Risk
640,69046.94120360095,46423.04742829047,822,26,0.240300406618958,High Risk
641,22609.25571110443,27457.89938374742,751,22,0.274968926785357,High Risk
642,61870.291525813176,42259.63142444464,730,23,0.4912129061063939,Medium Risk
643,47488.240909550805,26526.940886330067,832,8,0.5962573100809857,Medium Risk
644,62574.6557831289,31555.698712135225,592,34,0.22033525737857654,Medium Risk
645,35569.07713650266,5367.097173684814,400,19,0.5371536670685403,High Risk
646,135768.54649618635,38008.250604343586,801,36,0.5153113802158956,Medium Risk
647,97167.01896202633,7257.960698126506,603,16,0.21232869882088332,Low Risk
648,108283.30148878365,41477.31388237389,839,30,0.2996662900996113,Medium Risk
649,122592.26101895398,39319.37629584891,654,7,0.30483643464625954,Medium Risk
650,84797.48586077744,35728.49018940584,602,14,0.5891103342632792,High Risk
651,31299.63745136508,2771.8586457133433,795,30,0.19044595068944917,Medium Risk
652,89823.85043641122,15853.289441321102,526,29,0.499578985552391,Low Risk
653,96289.34534271428,13892.5159256313,535,19,0.267096357086555,High Risk
654,116907.1316439629,18646.683966104436,754,38,0.46543517288808023,Low Risk
655,76115.74100985832,5294.494591428089,312,11,0.3100055021478314,High Risk
656,36585.439363423284,46910.93332852208,509,16,0.38917988155827,High Risk
657,56890.86775383418,28136.309794906436,696,29,0.5163058866630655,Medium Risk
658,67200.69853182256,15970.691222243153,399,28,0.502082782491942,Low Risk
659,103969.24137310816,20452.094336639886,330,18,0.5332115917698501,High Risk
660,94201.17960695854,22912.92448473695,827,10,0.12980866267232952,Medium Risk
661,66292.57436672001,30429.122334670246,628,33,0.44602527651987245,High Risk
662,148246.98234308738,26268.29195712839,465,6,0.16999368836088144,High Risk
663,98750.72651639533,46050.20668750645,758,33,0.3079092840092055,High Risk
664,50839.48292567929,25351.21066238568,399,19,0.3742942075273442,High Risk
665,33231.72144065249,49615.74272634232,472,37,0.3013697423734154,High Risk
666,39871.68809396317,42719.82292950969,461,23,0.3598058379015038,High Risk
667,51974.50468998606,11217.015203509454,562,9,0.5982631543993095,Medium Risk
668,40888.57852374224,46599.1655175519,573,31,0.16760865685642737,High Risk
669,44253.713126669754,6701.953496388329,302,14,0.43772802266821276,Low Risk
670,57062.37193020013,41055.035716068385,327,36,0.2980004831928076,Medium Risk
671,42538.56738831813,19650.541380352424,625,19,0.1665048994536644,Low Risk
672,136579.50520143527,44020.74170180841,448,2,0.17936838168715477,High Risk
673,30430.386936013485,43534.777815265064,839,36,0.5746365531228085,Low Risk
674,88186.4806441331,40490.344605763436,787,39,0.539800748355881,High Risk
675,73351.587508656,39711.491379046005,737,7,0.553520980207511,High Risk
676,147709.22019811883,15929.277815803998,364,39,0.5957663879136933,Medium Risk
677,34565.057281846806,4965.044869511357,655,22,0.20415769500425898,Medium Risk
678,71721.22787594641,20746.02875949291,832,39,0.2777196686820309,High Risk
679,146031.15632579796,9502.701234338925,551,10,0.4346095149624334,Medium Risk
680,132515.92636621743,35052.60335622062,534,7,0.34190126993032366,Low Risk
681,126219.3692234064,17958.886600351492,526,28,0.3091947666891668,Medium Risk
682,53527.367515842176,48804.89984213583,824,29,0.27890562466779656,Medium Risk
683,42215.38636070855,32407.63178992127,612,9,0.3968903159717261,Low Risk
684,106923.61859017603,41301.547618083685,348,38,0.38779671432004104,Medium Risk
685,140818.87858658616,7493.708964350573,417,27,0.18072891703212005,High Risk
686,92379.17609181088,43238.709631358506,353,35,0.33586991875921957,Low Risk
687,94309.64963108698,46215.10233515632,343,12,0.376735888104925,High Risk
688,56397.28217583694,24866.03402212786,352,31,0.3851434693656952,Low Risk
689,120034.08131495179,30706.393949797894,824,35,0.2050535964561759,High Risk
690,44315.68731247804,38475.680244246774,401,36,0.47113569612614337,High Risk
691,62078.30073255168,9567.092735760214,697,25,0.11259954741053482,Medium Risk
692,75306.73702013418,25625.737746708677,437,21,0.2774159277715813,High Risk
693,85989.34922897915,20534.48836084334,686,3,0.49010632426781675,Medium Risk
694,51513.26521396043,8172.325615950206,410,30,0.3819464605277012,Low Risk
695,34928.78721609646,19009.186692285042,316,17,0.23058121625543013,High Risk
696,99380.60551741223,4340.443159889184,481,37,0.4474765596715239,High Risk
697,57521.97192123325,2264.7834405248623,835,23,0.38369547207803667,Low Risk
698,95560.9687849396,7623.1481685863155,840,22,0.49812180472819356,Low Risk
699,40067.1529856463,48192.64046786952,470,21,0.46751259309491167,High Risk
700,82548.21324112627,27926.94725885583,708,1,0.4050539610181173,Low Risk
701,89236.62623170616,48325.285896507776,677,30,0.344088837655407,Medium Risk
702,26737.0597869155,22192.396038176466,487,10,0.1665910628337617,Low Risk
703,63758.55616520967,16278.990521177719,529,27,0.2306665089426919,Low Risk
704,37473.90800206665,25800.95127917196,418,31,0.30954973645854267,High Risk
705,28238.746161459807,22536.072743012595,455,4,0.3996496435031943,Medium Risk
706,148694.8302106929,6177.569528825452,764,37,0.35685392760765244,Low Risk
707,61905.99984671399,32400.489419820104,403,9,0.24409226297976475,Medium Risk
708,125283.67796110253,11585.870942970381,801,39,0.10323217889485528,Medium Risk
709,53103.2851192893,31359.80978999365,474,23,0.348119610950407,Medium Risk
710,108595.3538891108,32859.85352750952,720,34,0.24281299428112155,High Risk
711,118829.62178565926,8449.217803303756,433,22,0.4673041503552675,Low Risk
712,97433.03627901975,4006.13172842274,690,16,0.11197313263524175,High Risk
713,81304.90451152058,39257.31771735355,800,0,0.39241390565289547,Low Risk
714,73539.31883914491,23530.22076469669,332,30,0.5707371187530327,Low Risk
715,65352.87465058939,3850.025979768314,354,30,0.18720463355574976,High Risk
716,140838.78875221737,49748.44954131859,818,33,0.3358247453752977,Medium Risk
717,127980.52301240478,3831.2474888219654,311,8,0.1457109959085691,Medium Risk
718,145453.49838664662,35056.72621406911,827,21,0.4128409561306763,Low Risk
719,36158.639053120816,49200.267337907266,672,12,0.37526584029811283,High Risk
720,115012.77177647375,12719.825106580354,783,24,0.3036827621064162,Medium Risk
721,141984.25938673492,7970.2190656726125,527,17,0.3606885107368706,Medium Risk
722,43560.29860153582,6947.8620316990155,606,11,0.5482873292345051,Low Risk
723,28644.514757681074,15860.482230812182,756,39,0.19814715115553352,Low Risk
724,116345.68440770768,5951.244739521688,459,16,0.11128225585267362,High Risk
725,94681.50471338855,34915.90574301247,630,14,0.5308324423495505,Low Risk
726,129437.74097857537,4052.298108373072,524,14,0.3885585411939533,Medium Risk
727,38170.408961417634,25961.684279339697,803,14,0.5453292277309212,Medium Risk
728,123384.75054178573,49838.14583879586,755,38,0.3984726117065863,Medium Risk
729,46211.55160620679,40884.54320579492,344,12,0.5050805449798512,Medium Risk
730,41275.27257254159,31145.752473319535,513,16,0.31483668167757395,High Risk
731,41354.55373102908,16006.427418543972,358,31,0.47492996564413437,High Risk
732,125894.71363007967,31570.895978290286,494,8,0.556520733444928,Low Risk
733,106475.63869050602,26825.03173167093,788,39,0.3860614818611031,Low Risk
734,87998.50521998551,21878.085810628203,456,19,0.19039257528118977,Low Risk
735,66647.96293605532,7404.8084602697745,525,25,0.2343988075150991,High Risk
736,134036.07030570408,44443.60654678287,711,26,0.1993222884487029,Medium Risk
737,71017.8639649426,23039.447792244802,504,20,0.22342851379786646,Low Risk
738,126157.92713130503,10536.503079217488,378,17,0.2532077246755182,Medium Risk
739,77087.5381141284,19020.208192987193,423,12,0.3775668933765942,Low Risk
740,69002.77582523799,21292.357873917426,770,15,0.39399581473191636,Low Risk
741,80148.37213704883,41549.35688277684,517,8,0.3132498736209306,Low Risk
742,59179.12364133847,36947.1046475087,815,11,0.40771038991041775,Low Risk
743,117189.21942291265,38695.93978842565,403,37,0.14078746280568297,Low Risk
744,85353.6507120223,1540.5319570037136,692,18,0.14389411852908,Medium Risk
745,50187.650369086245,21391.545910808312,733,6,0.18591473017882923,Low Risk
746,136944.6945256939,24585.86343013086,630,34,0.3590387490201724,Medium Risk
747,69905.85877851749,1940.4215643297775,442,17,0.2069973393491568,High Risk
748,90661.87194481851,13730.847228506676,839,15,0.24164220174628867,Low Risk
749,137841.37442539108,38254.201332984616,577,38,0.30015641808649707,Medium Risk
750,101150.93946881898,7718.375580720954,532,3,0.50593306200519,High Risk
751,35196.74529208733,27230.19644117699,828,24,0.10693106795643006,High Risk
752,142178.17606975176,11544.891728844637,389,31,0.4246894101183112,High Risk
