transaction_id,amount,transaction_type,country,merchant,time,device,previous_fraud_count,is_fraud
414,5734.805443344738,cash_out,US,Apple,66629,Mobile,0,0
415,6318.7402844858225,payment,US,Netflix,80764,Mobile,4,0
416,4485.006774261219,payment,UK,Apple,20884,Desktop,1,0
417,2932.8145062089475,payment,UK,Amazon,25183,Desktop,2,0
418,3287.3167891537896,payment,UK,Target,81570,Tablet,2,0
419,6725.512042314307,transfer,DE,Apple,71246,Tablet,4,0
420,7523.992919847363,cash_in,CA,Netflix,19259,Mobile,1,0
421,7915.99885821476,transfer,CA,Amazon,35959,Tablet,0,0
422,7896.391809802744,cash_out,IN,Walmart,33457,Tablet,0,0
423,912.969824383855,transfer,UK,Walmart,85679,Mobile,0,0
424,4944.7086267211125,transfer,DE,Netflix,2103,Mobile,2,0
425,576.5300414064262,cash_out,DE,Amazon,65901,Tablet,1,0
426,5495.739294355031,cash_out,CA,Target,44535,Desktop,1,0
427,4415.863483232397,cash_out,UK,Apple,16103,Tablet,2,0
428,8877.15412340024,transfer,IN,Amazon,78278,Tablet,0,0
429,3509.799210508235,transfer,UK,Walmart,12391,Desktop,0,0
430,1171.553097259631,cash_out,US,Netflix,28901,Desktop,4,0
431,1430.7738288463058,cash_in,UK,Netflix,81159,Mobile,3,0
432,7615.344806543005,cash_in,US,Apple,67914,Mobile,1,0
433,6182.562415099294,payment,US,Netflix,50357,Tablet,1,0
434,1012.1256385517796,cash_out,IN,Netflix,38437,Desktop,1,0
435,841.9839543438593,payment,CA,Amazon,35503,Mobile,3,0
436,7009.990345459741,cash_in,UK,Target,75403,Tablet,4,0
437,728.5573006355711,payment,US,Apple,41258,Desktop,3,0
438,8218.778732844272,cash_out,UK,Amazon,33724,Tablet,0,0
439,7062.716029337806,cash_out,CA,Target,64286,Mobile,0,0
440,814.4064576383557,cash_out,CA,Amazon,74842,Mobile,1,0
441,849.292303137834,transfer,DE,Amazon,14908,Desktop,2,0
442,9866.409145433254,payment,CA,Netflix,50626,Tablet,1,0
443,3743.333686765447,cash_in,IN,Target,37228,Desktop,2,0
444,3707.050828521842,cash_in,US,Apple,23386,Mobile,3,0
445,8128.182873007769,cash_in,DE,Apple,46754,Mobile,0,0
446,9472.538525261203,transfer,IN,Target,28302,Tablet,2,0
447,9860.024637164886,transfer,UK,Netflix,60815,Tablet,3,0
448,7534.028474404157,cash_out,US,Walmart,84748,Tablet,0,0
449,3763.2195957236268,cash_in,CA,Amazon,63344,Desktop,2,0
450,835.923666269989,transfer,US,Netflix,35618,Tablet,1,0
451,7771.6920123584405,cash_out,UK,Target,76234,Tablet,1,0
452,5584.4840931083145,cash_in,DE,Amazon,61114,Mobile,1,0
453,4242.795870460516,payment,DE,Apple,70130,Mobile,3,0
454,9063.637496562265,cash_out,DE,Walmart,25525,Tablet,1,1
455,1112.8636255792073,transfer,CA,Apple,79818,Tablet,4,0
456,4926.758417804301,transfer,IN,Target,14334,Mobile,0,0
457,114.52509402942327,cash_out,IN,Amazon,62767,Tablet,3,0
458,4687.1377592992685,cash_out,US,Target,6644,Desktop,1,0
459,563.9764535426916,transfer,CA,Amazon,32933,Desktop,0,0
460,1189.0603447644512,payment,DE,Netflix,43469,Desktop,2,0
461,1176.1449415242716,cash_in,DE,Walmart,33687,Tablet,1,0
462,6492.453810858519,payment,UK,Netflix,52656,Mobile,0,0
463,7460.702747774967,cash_out,UK,Netflix,17375,Tablet,4,0
464,5834.104282206499,payment,DE,Target,65206,Tablet,2,0
465,9621.763312196945,transfer,DE,Walmart,36607,Mobile,4,0
466,3749.330924657517,cash_out,CA,Amazon,83178,Mobile,0,0
467,2857.8351507323255,cash_in,IN,Amazon,23993,Mobile,4,0
468,8686.122682766414,transfer,UK,Apple,44386,Desktop,0,0
469,2236.734789356007,transfer,IN,Amazon,46287,Tablet,0,0
470,9632.262171866672,cash_in,CA,Target,76312,Mobile,4,0
471,122.5325924234736,cash_in,DE,Netflix,75324,Tablet,0,1
472,9698.818388249683,payment,IN,Netflix,71196,Desktop,1,0
473,432.55595959381054,cash_out,DE,Netflix,70014,Desktop,0,0
474,8911.539993867013,cash_in,DE,Walmart,8210,Mobile,3,0
475,5277.483389753912,cash_in,US,Amazon,10922,Mobile,0,0
476,9929.654996396885,cash_out,IN,Target,36289,Tablet,3,0
477,738.8918507892532,cash_in,IN,Walmart,33340,Mobile,0,0
478,5538.988989728807,cash_in,DE,Apple,39850,Tablet,0,0
479,9693.056053655371,payment,CA,Target,56984,Mobile,4,0
480,5231.455343857318,transfer,US,Target,84178,Tablet,1,0
481,6294.35698271449,transfer,DE,Target,11094,Tablet,1,0
482,6957.791141157187,transfer,UK,Netflix,33418,Tablet,2,0
483,4545.9561066129645,transfer,UK,Target,5741,Tablet,4,0
484,6275.95324276055,cash_in,US,Amazon,72374,Desktop,4,0
485,5843.558804919079,cash_out,CA,Target,68798,Tablet,1,0
486,9011.6789468994,cash_out,DE,Netflix,70532,Mobile,4,0
487,455.41835703423726,payment,IN,Target,22164,Desktop,1,1
488,2810.350932732711,payment,US,Apple,35595,Desktop,4,0
489,9504.16442928151,cash_in,CA,Apple,30257,Tablet,0,0
490,8902.747575125271,cash_out,IN,Netflix,14211,Desktop,1,0
491,4557.111871104344,cash_out,UK,Amazon,5232,Tablet,1,0
492,6201.705845417566,transfer,UK,Amazon,67753,Mobile,3,0
493,2774.5344486283457,cash_in,IN,Walmart,52691,Tablet,4,0
494,1882.0234760778894,cash_in,US,Netflix,79768,Desktop,4,0
495,4637.5203509948815,transfer,UK,Target,25613,Mobile,1,0
496,3534.168928032502,cash_in,DE,Netflix,14026,Tablet,0,0
497,5836.97746239687,cash_in,IN,Walmart,53535,Mobile,0,0
498,778.2686350128834,payment,IN,Netflix,30908,Mobile,0,0
499,9743.973681853999,cash_out,UK,Netflix,52113,Desktop,4,0
500,9862.121234051549,cash_in,US,Walmart,19610,Mobile,3,0
501,6981.918978483432,payment,DE,Amazon,46646,Desktop,1,0
502,5361.427567074859,cash_out,US,Target,63185,Mobile,2,0
503,3095.9666352469912,transfer,CA,Walmart,72567,Tablet,3,0
504,8138.1364020497795,payment,CA,Apple,47574,Mobile,2,0
505,6847.626994366239,payment,UK,Amazon,36182,Tablet,3,0
506,1627.006776509568,cash_out,UK,Apple,570,Tablet,0,0
507,9109.360917753931,transfer,UK,Amazon,19288,Mobile,4,0
508,8225.549891988767,payment,CA,Target,78824,Tablet,2,0
509,9498.049333005949,cash_in,US,Target,29877,Mobile,3,0
510,7257.469364375212,cash_in,US,Netflix,84425,Mobile,4,0
511,6134.538544161963,cash_in,UK,Apple,917,Tablet,2,0
512,4183.012119869898,transfer,DE,Amazon,75602,Tablet,1,0
513,9327.352105056778,payment,US,Target,64575,Desktop,3,0
514,8660.772831114584,cash_in,CA,Walmart,72518,Tablet,1,1
515,453.14148239178786,transfer,IN,Target,39104,Desktop,0,0
516,264.6433779980228,cash_in,IN,Walmart,18062,Tablet,1,0
517,3765.257205413618,cash_out,IN,Amazon,16999,Mobile,1,0
518,8105.722754487547,payment,DE,Target,61845,Tablet,3,0
519,9872.77401702013,payment,UK,Target,9941,Mobile,0,0
520,1505.0184941441782,transfer,CA,Amazon,61169,Mobile,1,0
521,5941.713022806,transfer,DE,Target,23470,Mobile,4,0
522,3809.527675453584,payment,CA,Walmart,59821,Desktop,2,0
523,9699.174063748218,cash_in,CA,Target,44435,Tablet,1,0
524,8421.34711243395,cash_in,UK,Apple,4529,Mobile,0,0
525,8383.448718406667,cash_out,IN,Netflix,83055,Mobile,1,0
526,4687.462904789908,cash_in,UK,Walmart,12192,Desktop,2,0
527,4148.780203874314,transfer,DE,Apple,74102,Tablet,0,0
528,2734.797312235132,transfer,DE,Amazon,72762,Tablet,3,0
529,564.6985910126202,cash_in,DE,Walmart,34087,Desktop,0,0
530,8647.359040174277,transfer,UK,Netflix,66677,Desktop,3,0
531,8129.197190291646,payment,CA,Netflix,4627,Tablet,0,0
532,9997.17701518802,payment,CA,Amazon,56541,Desktop,2,0
533,9966.37173390198,cash_in,US,Amazon,68226,Tablet,2,0
534,5554.761624320672,payment,DE,Walmart,3255,Tablet,0,0
535,7690.1051643899245,payment,CA,Target,57433,Mobile,1,0
536,9447.712533094398,cash_out,US,Amazon,5213,Mobile,2,0
537,8496.624259383438,cash_out,CA,Target,19404,Tablet,3,0
538,2474.233669330233,payment,DE,Apple,25380,Tablet,3,0
539,4505.990808965626,cash_in,IN,Netflix,19173,Tablet,4,0
540,1292.4649920997983,cash_out,DE,Target,53027,Tablet,3,0
541,9540.556221559966,transfer,UK,Netflix,23989,Tablet,4,1
542,6062.140169874349,transfer,CA,Target,24519,Tablet,0,0
543,2287.199412229124,transfer,CA,Apple,22439,Desktop,0,0
544,6717.335143374162,cash_in,UK,Amazon,76949,Tablet,0,0
545,6181.664276338501,payment,UK,Apple,14995,Desktop,1,0
546,3582.269017610372,transfer,IN,Amazon,23559,Desktop,1,0
547,1136.4623644040905,cash_in,CA,Amazon,5021,Tablet,4,0
548,6716.060382732403,cash_out,CA,Netflix,21119,Tablet,3,0
549,5203.556701337029,payment,IN,Apple,51539,Desktop,3,0
550,7723.411598964658,cash_out,US,Target,39350,Desktop,0,0
551,5202.114847618822,cash_in,IN,Apple,46223,Tablet,2,0
552,8521.962821685083,transfer,DE,Netflix,25517,Tablet,1,0
553,5519.516480906081,transfer,CA,Amazon,78653,Desktop,1,0
554,5609.818777382327,cash_in,UK,Netflix,22250,Desktop,0,0
555,8766.659372980792,transfer,DE,Walmart,84486,Desktop,1,0
556,4035.425179257758,payment,CA,Walmart,82895,Mobile,0,0
557,1341.0182692779567,cash_in,IN,Target,66798,Desktop,4,0
558,288.7979804570764,cash_out,DE,Netflix,54199,Mobile,3,1
559,7551.617419480516,cash_in,CA,Target,59546,Tablet,2,0
560,6203.475203983293,payment,US,Target,3327,Tablet,3,0
561,7041.093601224136,payment,US,Walmart,29768,Desktop,3,0
562,2130.4286509275985,cash_in,UK,Target,64418,Tablet,4,0
563,1364.5783843921108,cash_in,CA,Walmart,42788,Tablet,1,0
564,146.4321120131514,transfer,US,Amazon,82384,Tablet,2,0
565,3506.525000507163,payment,IN,Netflix,46830,Tablet,1,0
566,5899.586950859476,cash_in,CA,Target,52446,Mobile,3,0
567,3923.0482069522236,cash_in,IN,Walmart,15160,Mobile,0,0
568,4375.311745315267,payment,IN,Apple,56583,Desktop,3,0
569,9041.682786242991,cash_in,US,Target,33998,Desktop,1,0
570,3483.2064147659803,transfer,CA,Amazon,27230,Desktop,3,0
571,5140.380902108948,payment,DE,Amazon,9076,Tablet,0,0
572,7836.746474398689,transfer,US,Apple,69341,Tablet,4,0
573,3966.0312804303803,transfer,US,Walmart,31085,Mobile,1,0
574,6221.244915578507,transfer,CA,Target,55571,Mobile,3,0
575,8623.774723758705,transfer,CA,Walmart,14715,Desktop,1,0
576,9495.256715952764,payment,IN,Amazon,5750,Mobile,4,0
577,1471.5877358094504,transfer,CA,Walmart,78768,Mobile,3,0
578,9265.949663989782,transfer,IN,Amazon,35903,Mobile,3,0
579,4921.670814502302,cash_in,US,Walmart,72489,Mobile,1,0
580,2583.1856386012846,payment,UK,Apple,32093,Mobile,1,0
581,4591.898426626375,payment,DE,Netflix,34314,Desktop,0,0
582,9800.345720279485,cash_out,US,Apple,48225,Desktop,4,0
583,4926.688321834703,payment,CA,Apple,83014,Mobile,0,0
584,3288.1873512647944,payment,DE,Netflix,35179,Desktop,3,0
585,6334.375142312941,cash_out,UK,Netflix,25338,Tablet,1,0
586,2402.2160421631525,payment,UK,Target,69681,Mobile,3,0
587,759.5574177585305,payment,IN,Target,32101,Tablet,3,0
588,1289.6683393845817,payment,DE,Apple,2775,Desktop,2,0
589,1281.3303437387667,payment,IN,Apple,45619,Desktop,2,0
590,1519.8750324294313,cash_out,US,Amazon,45838,Tablet,3,0
591,1389.132899321452,payment,DE,Amazon,19539,Desktop,1,0
592,6409.106573287343,payment,US,Target,57124,Mobile,3,0
593,1819.6189639070492,cash_out,IN,Target,65149,Tablet,2,0
594,3457.3271659553084,cash_in,DE,Amazon,26616,Mobile,1,0
595,8967.987310650213,transfer,IN,Amazon,79655,Tablet,3,0
596,4740.14244098846,cash_in,DE,Walmart,54567,Desktop,4,0
597,6675.909827471751,cash_out,IN,Walmart,37099,Tablet,4,0
598,1724.0263921450967,transfer,UK,Amazon,75831,Tablet,3,0
599,1923.697899067899,cash_out,IN,Walmart,61799,Mobile,1,0
600,409.64529404852215,cash_out,UK,Netflix,25479,Desktop,3,0
601,1690.1816956585733,payment,IN,Target,46172,Mobile,3,0
602,2786.624799980554,transfer,DE,Target,55863,Desktop,2,0
603,1770.9278322831915,payment,DE,Amazon,42043,Mobile,4,0
604,887.9366350367991,transfer,DE,Apple,82569,Tablet,2,0
605,1207.2380751349076,cash_out,CA,Amazon,15408,Mobile,2,0
606,4608.326901559225,cash_out,US,Walmart,57980,Desktop,3,0
607,2064.1308503395194,cash_in,DE,Apple,82956,Desktop,2,0
608,3643.3343406197064,transfer,UK,Walmart,16351,Tablet,4,0
609,5034.669291277714,payment,DE,Netflix,4131,Desktop,2,0
610,6904.257891465024,cash_in,CA,Walmart,44825,Mobile,4,0
611,394.0820862711483,cash_in,UK,Netflix,11349,Tablet,2,0
612,7994.304578691517,cash_in,CA,Netflix,60931,Desktop,4,0
613,6279.375994519587,payment,UK,Walmart,44254,Desktop,2,1
614,818.5085604567702,cash_in,IN,Walmart,38225,Mobile,2,1
615,8735.912662443665,payment,US,Netflix,12453,Mobile,1,0
616,9208.8031329176,cash_in,US,Apple,18814,Tablet,4,0
617,611.7185205887827,payment,CA,Netflix,18263,Desktop,4,1
618,2769.49960382389,cash_out,US,Target,77694,Mobile,4,0
619,8062.20659665082,cash_out,CA,Netflix,15735,Tablet,0,0
620,7482.8486441462,cash_out,CA,Apple,15830,Desktop,2,0
621,1846.025672544417,cash_out,CA,Target,47893,Desktop,4,0
622,2094.283884043766,cash_out,US,Amazon,44673,Tablet,0,0
623,3705.3505558110282,cash_in,CA,Amazon,45066,Tablet,1,0
624,4845.7453289250225,cash_in,US,Apple,3373,Mobile,4,0
625,6182.929460531429,cash_in,CA,Netflix,10335,Desktop,4,0
626,3689.767482058154,payment,DE,Walmart,23741,Desktop,0,1
627,4625.884626615346,payment,CA,Apple,10692,Desktop,2,0
628,7474.961910399432,payment,UK,Target,47295,Tablet,1,0
629,367.7953457030884,payment,CA,Target,45541,Mobile,4,0
630,2525.1170064958637,cash_out,IN,Amazon,34057,Desktop,2,0
631,7133.7825092596395,cash_out,CA,Target,66983,Tablet,1,0
632,8952.173170034306,cash_out,UK,Apple,19583,Desktop,3,0
633,5117.262743714546,transfer,UK,Target,22765,Mobile,3,0
634,5321.602739167891,cash_in,US,Apple,59287,Desktop,1,0
635,1072.6129413864207,payment,DE,Walmart,23906,Mobile,0,0
636,4474.676255867723,payment,CA,Amazon,85103,Mobile,1,0
637,5326.640047283777,cash_out,US,Target,79675,Desktop,1,0
638,2425.462565843662,payment,DE,Apple,46525,Desktop,0,1
639,2693.1630662628604,payment,CA,Netflix,38230,Mobile,0,0
640,3773.464346883122,cash_in,IN,Amazon,19520,Tablet,2,0
641,201.69190657948596,cash_out,CA,Walmart,85238,Mobile,2,1
642,3221.4695766662,cash_in,UK,Apple,51934,Desktop,0,0
643,2115.26862195845,transfer,UK,Walmart,25566,Desktop,3,0
644,3275.646024426969,transfer,IN,Walmart,73193,Tablet,3,0
645,1198.501556060693,transfer,US,Target,30134,Mobile,1,0
646,8905.38228011821,cash_out,DE,Target,10345,Mobile,4,0
647,5936.330943086932,payment,CA,Apple,41185,Mobile,1,0
648,6791.344089125751,cash_out,UK,Netflix,70744,Desktop,1,0
649,7891.9232148347755,cash_out,US,Apple,33455,Mobile,4,0
650,4984.923547091644,payment,IN,Netflix,28018,Tablet,0,0
651,870.1159605861495,cash_in,UK,Walmart,54219,Desktop,3,0
652,5371.528311643659,transfer,IN,Amazon,45991,Desktop,1,0
653,5868.82433909077,cash_in,CA,Apple,73616,Mobile,4,0
654,7454.6493023691155,transfer,DE,Apple,9486,Tablet,2,0
655,4317.163802750564,cash_out,UK,Netflix,38862,Desktop,1,0
656,1276.675447652842,transfer,UK,Walmart,58870,Desktop,3,0
657,2838.475282081446,cash_out,CA,Walmart,43856,Mobile,0,0
658,3631.4598816899525,cash_in,US,Netflix,86055,Mobile,1,0
659,6459.526496074681,cash_out,DE,Walmart,31379,Tablet,1,0
660,5708.21226838445,cash_in,UK,Target,64729,Mobile,4,0
661,3561.6111622525646,payment,DE,Amazon,28378,Tablet,2,0
662,9865.165972681005,payment,UK,Apple,54353,Desktop,2,0
663,6058.142418749515,payment,DE,Amazon,49996,Tablet,0,1
664,2373.0306905682087,cash_out,IN,Apple,14031,Tablet,3,0
665,1018.722943731417,payment,UK,Target,80072,Tablet,0,0
666,1529.438532704136,transfer,DE,Walmart,65982,Desktop,1,0
667,2460.331326116697,cash_in,US,Netflix,36683,Mobile,1,0
668,1607.653051222297,cash_in,IN,Target,17618,Desktop,2,0
669,1866.4836734890064,transfer,IN,Amazon,6587,Mobile,3,1
670,2851.6665917697774,cash_out,US,Netflix,62790,Tablet,4,0
671,1734.5625793522536,cash_out,DE,Walmart,31480,Tablet,3,0
672,8967.757480839626,cash_in,CA,Target,20527,Tablet,1,1
673,803.2572228707604,payment,US,Netflix,23569,Tablet,4,0
674,5245.589384312976,cash_out,DE,Target,11151,Tablet,3,0
675,4104.557873069625,cash_out,US,Target,71094,Mobile,3,0
676,9823.803790469156,transfer,US,Walmart,59174,Mobile,4,0
677,1121.2769827783554,transfer,UK,Apple,44739,Tablet,1,0
678,3979.1581348583704,payment,DE,Netflix,32954,Desktop,3,0
679,9694.734862320413,cash_out,CA,Walmart,35303,Desktop,4,0
680,8655.205751813908,cash_out,UK,Target,34700,Tablet,1,0
681,8170.903637421849,transfer,US,Walmart,67568,Mobile,4,1
682,2579.770367622353,cash_out,US,Apple,66788,Desktop,4,0
683,1709.7049863132681,cash_in,US,Netflix,71045,Desktop,3,0
684,6686.763556024385,transfer,DE,Apple,37842,Desktop,1,0
685,9293.83051528673,payment,DE,Amazon,13900,Tablet,3,0
686,5568.072167246284,transfer,UK,Netflix,80059,Desktop,0,0
687,5716.555282009529,cash_out,CA,Apple,1881,Desktop,0,0
688,2800.5109575091815,payment,UK,Target,33037,Desktop,1,0
689,7695.159838986177,transfer,IN,Netflix,1630,Desktop,4,0
690,1871.2504418266763,cash_in,US,Netflix,20789,Mobile,3,0
691,3237.4686848060323,cash_in,US,Walmart,83494,Tablet,3,0
692,4254.9389497255515,transfer,US,Target,46151,Tablet,1,0
693,5076.596176465866,cash_in,UK,Amazon,48920,Mobile,1,0
694,2424.854914418387,cash_in,UK,Apple,67231,Mobile,0,0
695,1149.2534105672962,cash_in,US,Walmart,80357,Tablet,2,0
696,6106.589804373884,payment,UK,Apple,3262,Desktop,1,0
697,2887.0169018493175,cash_in,DE,Amazon,66981,Desktop,2,0
698,5812.8009760047,cash_in,DE,Amazon,81972,Tablet,1,0
699,1544.472790026749,cash_in,UK,Netflix,75485,Desktop,4,0
700,4811.91987844632,payment,US,Amazon,54722,Mobile,4,0
701,5326.361736083307,transfer,UK,Apple,50818,Desktop,0,0
702,519.1835446874467,cash_out,UK,Target,29932,Desktop,0,0
703,3366.7061776610117,cash_in,UK,Target,6901,Desktop,2,0
704,1345.0123547128035,transfer,IN,Netflix,8597,Tablet,1,0
705,634.6863297572047,cash_in,DE,Apple,63909,Mobile,3,0
706,9899.612363667062,payment,CA,Apple,72391,Desktop,0,0
707,3224.216095902255,transfer,CA,Amazon,84214,Tablet,3,0
708,8098.934584100494,payment,IN,Apple,8263,Desktop,3,0
709,2547.1519069828746,cash_in,UK,Walmart,63293,Mobile,1,0
710,6815.345719517069,cash_in,IN,Amazon,25805,Desktop,2,0
711,7602.518371036976,payment,IN,Walmart,11874,Mobile,1,0
712,5956.791767337835,cash_out,US,Netflix,14079,Desktop,0,0
713,4716.2903093130335,payment,DE,Target,49850,Mobile,3,1
714,4118.997300558538,cash_in,CA,Netflix,72779,Desktop,1,0
715,3489.33379716341,payment,UK,Target,9018,Mobile,1,0
716,9295.36191333401,cash_out,CA,Netflix,49500,Desktop,1,0
717,8306.363458469503,payment,CA,Apple,12100,Desktop,0,0
718,9650.30407975446,cash_out,DE,Walmart,57021,Tablet,2,0
719,1243.8479376319617,cash_out,CA,Target,19800,Tablet,1,0
720,7308.9438845612385,payment,CA,Amazon,63400,Mobile,0,0
721,9383.466227753557,payment,IN,Walmart,29437,Desktop,3,1
722,1813.149428590436,transfer,DE,Amazon,76537,Mobile,4,0
723,665.8961774004082,cash_in,US,Walmart,46675,Tablet,0,0
724,7411.4653722513,cash_out,UK,Walmart,19942,Mobile,4,0
725,5745.156658685939,transfer,CA,Netflix,20862,Mobile,1,0
726,8418.445938805962,payment,UK,Target,11669,Tablet,1,0
727,1398.5839938862687,cash_in,US,Target,53772,Desktop,0,0
728,7952.877851287042,transfer,UK,Walmart,15916,Mobile,4,0
729,2017.0715731573976,cash_out,US,Apple,10878,Tablet,1,0
730,1637.3957727141794,transfer,IN,Apple,2985,Desktop,3,0
731,1643.4937135119985,cash_out,CA,Amazon,73648,Tablet,2,0
732,8145.93262759359,payment,US,Amazon,41235,Mobile,2,0
733,6652.307009741305,cash_in,UK,Netflix,18931,Desktop,1,0
734,5231.131182266424,cash_in,CA,Walmart,336,Desktop,4,0
735,3588.946010750901,cash_in,IN,Amazon,42933,Tablet,1,0
736,8772.128207590269,payment,CA,Amazon,84899,Tablet,4,0
737,3925.058629118931,cash_out,US,Walmart,45536,Tablet,3,0
738,8166.1777952763,payment,IN,Netflix,69504,Desktop,4,0
739,4391.909950793614,cash_in,UK,Amazon,51148,Desktop,1,0
740,3770.067349819651,payment,IN,Netflix,16279,Mobile,3,0
741,4627.335176910395,payment,IN,Target,68665,Desktop,0,0
742,3014.4773637672565,payment,DE,Netflix,71386,Mobile,2,0
743,7476.346192382335,cash_out,IN,Apple,86124,Tablet,1,0
744,5027.701180534699,transfer,IN,Apple,77485,Tablet,1,0
745,2322.8947387730263,transfer,CA,Netflix,74055,Desktop,1,0
746,8995.84615817241,payment,UK,Apple,77273,Tablet,3,0
747,3839.528322510741,transfer,CA,Target,66670,Tablet,0,0
748,5435.985058278772,transfer,CA,Walmart,76474,Desktop,4,0
749,9064.814637534504,payment,US,Apple,54028,Mobile,0,0
750,6242.755721144007,payment,CA,Apple,71128,Desktop,3,0
751,1169.8635090429323,cash_in,DE,Netflix,18108,Mobile,1,0
752,9398.381404011137,transfer,DE,Target,52495,Desktop,2,0
753,6277.452822661107,cash_out,US,Walmart,82806,Desktop,1,0
754,3349.7212409562044,payment,UK,Netflix,76533,Tablet,4,0
755,1393.5814545612093,cash_in,UK,Netflix,56830,Desktop,2,0
756,7940.457867513689,cash_out,CA,Target,74640,Desktop,1,0
757,6201.107486529207,transfer,CA,Walmart,52509,Mobile,2,0
758,5335.077458671239,cash_in,CA,Target,66406,Tablet,0,0
759,8939.031937926526,payment,UK,Walmart,39519,Mobile,3,1
760,7886.183515034083,cash_out,IN,Target,49649,Mobile,1,0
761,1517.597122447779,payment,DE,Netflix,34524,Tablet,4,0
762,3117.9089558876867,transfer,IN,Netflix,33885,Tablet,0,0
763,2485.6429090048427,cash_out,IN,Amazon,44369,Tablet,1,0
764,7439.718979434197,transfer,UK,Apple,30676,Desktop,0,0
765,336.29081492305806,transfer,IN,Target,64093,Tablet,4,0
766,5699.326959028294,cash_in,US,Amazon,47764,Tablet,1,0
767,7624.8243987211645,payment,CA,Apple,50799,Tablet,4,0
768,8767.779601980732,cash_out,US,Target,79414,Mobile,2,0
769,3421.4754054103587,transfer,DE,Walmart,72307,Mobile,4,0
770,8212.751789415457,transfer,CA,Apple,82062,Desktop,2,0
771,1107.206737815117,cash_out,IN,Netflix,31923,Mobile,1,0
772,8464.676465053448,transfer,DE,Amazon,78388,Desktop,2,0
773,1275.7591346574923,cash_in,CA,Apple,47574,Mobile,1,0
774,3973.475618313112,cash_in,IN,Apple,43391,Tablet,1,0
775,7973.156362429757,cash_in,US,Netflix,53664,Mobile,3,0
776,1500.024356060389,cash_in,CA,Target,67384,Desktop,1,0
777,2293.284700931182,transfer,IN,Walmart,31027,Mobile,2,0
778,7222.80343136227,cash_out,US,Netflix,35464,Tablet,3,0
779,7200.645328924197,cash_out,DE,Walmart,34485,Desktop,3,0
780,6411.835181220088,cash_out,DE,Target,19456,Tablet,1,0
781,6939.790496226533,cash_out,DE,Apple,74795,Tablet,4,0
782,5427.701709032614,payment,DE,Walmart,35554,Desktop,4,0
783,2518.7387900106205,cash_out,UK,Amazon,46922,Tablet,3,0
784,3457.6142390456903,payment,CA,Amazon,13409,Tablet,1,0
785,1816.7955702974552,payment,CA,Netflix,69327,Mobile,4,0
786,9084.59716277495,cash_in,UK,Target,36639,Tablet,1,0
787,5834.334555866439,payment,IN,Netflix,63627,Tablet,1,0
788,4009.113316219635,transfer,IN,Netflix,83424,Tablet,3,0
789,4620.596030637683,payment,DE,Netflix,19692,Tablet,3,0
790,9472.886112778542,cash_in,US,Amazon,78840,Desktop,0,0
791,1534.3606797576858,payment,IN,Amazon,54200,Mobile,4,0
792,5862.7120903359555,transfer,US,Netflix,57415,Tablet,4,0
793,5059.3809001657755,transfer,CA,Amazon,18074,Tablet,4,0
794,6114.930900111043,transfer,US,Target,15549,Desktop,2,0
795,182.08372802458425,cash_in,CA,Netflix,29963,Tablet,1,0
796,8721.36696553257,cash_in,UK,Amazon,52265,Desktop,3,0
797,9321.250706553641,cash_out,UK,Walmart,16061,Mobile,4,0
798,5651.7667027085,cash_in,DE,Netflix,58226,Mobile,0,0
799,6966.811587945046,transfer,IN,Netflix,28810,Tablet,4,0
800,9225.07131239178,transfer,DE,Target,60006,Tablet,1,0
801,7072.679104499673,cash_in,CA,Apple,22800,Tablet,1,0
802,1526.2378900996991,payment,DE,Apple,75476,Desktop,3,0
803,5763.307313307965,cash_in,US,Target,69460,Tablet,2,0
804,6067.543748782176,cash_in,CA,Target,57767,Tablet,3,0
805,4241.882582352558,transfer,UK,Target,28054,Mobile,4,0
806,7364.705912011604,cash_out,IN,Apple,75319,Tablet,0,0
807,9343.735780675379,transfer,CA,Target,45397,Mobile,3,0
808,9255.759560554856,cash_out,CA,Amazon,13233,Tablet,2,0
809,4508.942874669917,transfer,US,Netflix,25068,Mobile,3,0
810,1133.2672203617117,cash_in,IN,Netflix,65727,Tablet,1,0
811,9848.427148424384,transfer,UK,Walmart,70453,Mobile,4,0
812,8389.141966372896,transfer,CA,Walmart,25832,Desktop,4,0
813,1247.5021493514653,transfer,CA,Netflix,86242,Mobile,4,0
814,9208.497984291105,cash_in,US,Amazon,13682,Mobile,4,0
815,8699.09372425922,cash_in,DE,Apple,23383,Mobile,4,0
816,5188.861733203595,cash_in,UK,Apple,58160,Tablet,4,0
817,5913.163082013548,cash_in,IN,Amazon,23666,Tablet,0,0
818,3990.6280359974326,cash_out,CA,Apple,58817,Tablet,2,0
819,548.5616265814913,cash_out,CA,Target,34642,Desktop,4,0
820,3352.6372192173635,payment,UK,Netflix,41830,Desktop,2,0
821,8028.731632531516,cash_in,DE,Netflix,10234,Mobile,4,0
822,47.31559802302399,cash_out,CA,Amazon,57616,Desktop,3,0
823,3335.658217739751,transfer,UK,Apple,9221,Mobile,4,0
824,3982.288767215842,cash_in,US,Walmart,11410,Mobile,1,0
825,5374.418633776291,payment,DE,Walmart,80055,Mobile,0,0
826,9198.636308511192,payment,IN,Apple,61413,Desktop,3,0
827,3464.1135976652467,payment,CA,Walmart,1051,Tablet,3,0
