user_id,device_id,location,login_time,ip_address,browser,is_suspicious
486,dev_281,Mumbai,18268,192.168.1.146,Firefox,0
487,dev_490,Toronto,77866,192.168.1.194,Safari,0
488,dev_223,London,86269,192.168.1.68,Chrome,0
489,dev_54,Toronto,60545,192.168.1.222,Edge,0
490,dev_58,New York,72146,192.168.1.161,Chrome,0
491,dev_323,London,71966,192.168.1.127,Chrome,0
492,dev_360,Mumbai,39922,192.168.1.164,Safari,0
493,dev_174,New York,79364,192.168.1.82,Chrome,0
494,dev_280,London,42913,192.168.1.229,Safari,0
495,dev_114,Mumbai,55677,192.168.1.147,Edge,0
496,dev_288,New York,49841,192.168.1.239,Edge,0
497,dev_431,New York,46332,192.168.1.156,Chrome,0
498,dev_342,London,25032,192.168.1.168,Firefox,1
499,dev_151,Berlin,37846,192.168.1.84,Safari,0
500,dev_450,New York,59474,192.168.1.113,Safari,0
501,dev_127,New York,44936,192.168.1.225,Chrome,0
502,dev_155,Mumbai,29794,192.168.1.76,Safari,0
503,dev_490,Toronto,61588,192.168.1.122,Safari,0
504,dev_386,London,70984,192.168.1.243,Firefox,0
505,dev_474,London,50331,192.168.1.143,Firefox,0
506,dev_273,Berlin,28141,192.168.1.41,Chrome,0
507,dev_104,Berlin,9074,192.168.1.167,Firefox,0
508,dev_417,London,6406,192.168.1.2,Chrome,0
509,dev_393,Berlin,23291,192.168.1.191,Edge,0
510,dev_299,Mumbai,41568,192.168.1.29,Chrome,0
511,dev_246,London,46851,192.168.1.105,Edge,0
512,dev_176,Berlin,54823,192.168.1.202,Chrome,0
513,dev_39,London,23312,192.168.1.194,Safari,0
514,dev_477,Toronto,43108,192.168.1.51,Firefox,0
515,dev_170,New York,66918,192.168.1.75,Edge,0
516,dev_247,London,34171,192.168.1.205,Chrome,1
517,dev_26,New York,41779,192.168.1.10,Firefox,1
518,dev_355,Berlin,68828,192.168.1.142,Chrome,0
519,dev_306,New York,12411,192.168.1.210,Firefox,0
520,dev_409,London,57009,192.168.1.51,Firefox,0
521,dev_408,Toronto,15422,192.168.1.118,Chrome,0
522,dev_13,Berlin,42468,192.168.1.201,Edge,0
523,dev_316,London,32371,192.168.1.121,Edge,0
524,dev_391,Berlin,57022,192.168.1.39,Safari,0
525,dev_313,Mumbai,71229,192.168.1.28,Firefox,0
526,dev_36,New York,51196,192.168.1.3,Safari,0
527,dev_173,Mumbai,80354,192.168.1.84,Safari,0
528,dev_20,London,26715,192.168.1.198,Chrome,0
529,dev_321,Toronto,27605,192.168.1.155,Chrome,0
530,dev_264,Berlin,31174,192.168.1.117,Chrome,0
531,dev_494,New York,9956,192.168.1.2,Firefox,0
532,dev_400,Berlin,76373,192.168.1.93,Chrome,0
533,dev_142,London,69252,192.168.1.166,Chrome,0
534,dev_460,Berlin,61949,192.168.1.131,Firefox,0
535,dev_371,New York,62646,192.168.1.144,Firefox,0
536,dev_471,London,70017,192.168.1.94,Edge,0
537,dev_143,Berlin,63037,192.168.1.40,Chrome,0
538,dev_92,Toronto,6548,192.168.1.2,Chrome,0
539,dev_354,London,73294,192.168.1.81,Chrome,0
540,dev_322,London,23177,192.168.1.169,Edge,0
541,dev_288,Toronto,24022,192.168.1.254,Chrome,0
542,dev_215,Mumbai,5542,192.168.1.12,Edge,0
543,dev_447,New York,60428,192.168.1.163,Safari,0
544,dev_342,Mumbai,22740,192.168.1.235,Edge,1
545,dev_51,Berlin,59353,192.168.1.65,Safari,0
546,dev_153,Toronto,56532,192.168.1.55,Chrome,0
547,dev_186,Mumbai,16052,192.168.1.45,Safari,0
548,dev_63,London,47076,192.168.1.207,Edge,0
549,dev_190,Berlin,53420,192.168.1.218,Firefox,1
550,dev_125,Berlin,671,192.168.1.101,Safari,0
551,dev_150,Mumbai,163,192.168.1.213,Safari,0
552,dev_314,Mumbai,41424,192.168.1.62,Chrome,0
553,dev_58,Toronto,53744,192.168.1.49,Edge,0
554,dev_342,New York,70331,192.168.1.127,Safari,0
555,dev_305,Mumbai,10634,192.168.1.223,Safari,0
556,dev_180,Mumbai,4798,192.168.1.153,Safari,0
557,dev_170,London,22420,192.168.1.23,Safari,1
558,dev_326,Berlin,29300,192.168.1.152,Firefox,0
559,dev_271,New York,10749,192.168.1.249,Edge,0
560,dev_54,London,25121,192.168.1.38,Chrome,0
561,dev_491,Toronto,37487,192.168.1.28,Chrome,0
562,dev_444,Toronto,33361,192.168.1.21,Firefox,0
563,dev_101,Mumbai,21223,192.168.1.182,Edge,0
564,dev_481,Mumbai,72930,192.168.1.107,Safari,0
565,dev_264,Toronto,14056,192.168.1.146,Firefox,0
566,dev_53,Mumbai,28380,192.168.1.164,Edge,0
567,dev_60,New York,26035,192.168.1.99,Safari,1
568,dev_492,Mumbai,30620,192.168.1.173,Firefox,0
569,dev_108,Berlin,19877,192.168.1.119,Edge,0
570,dev_5,Mumbai,55316,192.168.1.73,Chrome,0
571,dev_103,London,64041,192.168.1.181,Chrome,0
572,dev_196,New York,53352,192.168.1.230,Edge,0
573,dev_262,London,30911,192.168.1.122,Chrome,0
574,dev_365,London,32784,192.168.1.30,Edge,0
575,dev_480,Berlin,3191,192.168.1.188,Safari,0
576,dev_372,New York,33160,192.168.1.108,Edge,0
577,dev_350,New York,64641,192.168.1.98,Safari,0
578,dev_47,New York,49723,192.168.1.32,Firefox,0
579,dev_355,New York,3631,192.168.1.195,Edge,0
580,dev_311,New York,6172,192.168.1.195,Firefox,0
581,dev_424,Berlin,42080,192.168.1.156,Chrome,0
582,dev_308,Mumbai,20281,192.168.1.172,Safari,0
583,dev_144,London,28671,192.168.1.79,Edge,0
584,dev_269,New York,51431,192.168.1.41,Firefox,0
585,dev_370,Mumbai,28602,192.168.1.63,Safari,0
586,dev_124,Mumbai,51399,192.168.1.23,Safari,0
587,dev_106,London,23472,192.168.1.104,Chrome,0
588,dev_158,Berlin,49230,192.168.1.75,Chrome,0
589,dev_147,Toronto,73616,192.168.1.48,Safari,0
590,dev_145,Toronto,7099,192.168.1.160,Safari,0
591,dev_120,Mumbai,25431,192.168.1.250,Edge,0
592,dev_319,London,56492,192.168.1.251,Safari,0
593,dev_275,Toronto,47684,192.168.1.57,Edge,0
594,dev_92,Mumbai,30111,192.168.1.118,Safari,1
595,dev_58,Berlin,63936,192.168.1.100,Chrome,0
596,dev_439,Toronto,22614,192.168.1.124,Edge,0
597,dev_346,Mumbai,41991,192.168.1.161,Firefox,0
598,dev_229,Mumbai,70476,192.168.1.152,Chrome,0
599,dev_474,New York,60920,192.168.1.167,Edge,0
600,dev_117,Berlin,63530,192.168.1.34,Edge,0
601,dev_318,New York,36224,192.168.1.184,Firefox,0
602,dev_279,London,7788,192.168.1.156,Edge,0
603,dev_127,New York,28082,192.168.1.165,Safari,0
604,dev_393,New York,76816,192.168.1.7,Firefox,1
605,dev_396,Toronto,83588,192.168.1.196,Chrome,0
606,dev_129,Mumbai,16531,192.168.1.165,Chrome,1
607,dev_58,Berlin,44857,192.168.1.56,Safari,0
608,dev_122,New York,10142,192.168.1.65,Chrome,0
609,dev_1,Berlin,48355,192.168.1.193,Edge,0
610,dev_239,New York,9866,192.168.1.47,Edge,0
611,dev_290,London,70067,192.168.1.148,Safari,0
612,dev_96,New York,64027,192.168.1.19,Chrome,1
613,dev_126,Toronto,57906,192.168.1.157,Chrome,0
614,dev_118,Mumbai,28138,192.168.1.202,Safari,0
615,dev_48,London,29956,192.168.1.188,Firefox,0
616,dev_89,New York,76295,192.168.1.146,Chrome,0
617,dev_488,Berlin,5439,192.168.1.220,Firefox,1
618,dev_237,London,47241,192.168.1.163,Chrome,0
619,dev_373,London,42533,192.168.1.171,Chrome,0
620,dev_385,New York,28270,192.168.1.239,Chrome,0
621,dev_272,London,78815,192.168.1.223,Chrome,0
622,dev_189,Berlin,39279,192.168.1.219,Edge,1
623,dev_487,London,23888,192.168.1.126,Firefox,0
624,dev_192,Berlin,17630,192.168.1.139,Firefox,0
625,dev_447,New York,61063,192.168.1.49,Chrome,0
626,dev_69,Mumbai,35144,192.168.1.113,Chrome,0
627,dev_278,London,52161,192.168.1.38,Firefox,0
628,dev_349,Mumbai,77360,192.168.1.64,Edge,0
629,dev_247,Berlin,50979,192.168.1.69,Safari,0
630,dev_451,London,6979,192.168.1.136,Safari,1
631,dev_76,Toronto,26189,192.168.1.162,Firefox,0
632,dev_154,Mumbai,42600,192.168.1.176,Chrome,0
633,dev_144,London,59560,192.168.1.116,Chrome,1
634,dev_435,Mumbai,78040,192.168.1.184,Edge,0
635,dev_485,London,61558,192.168.1.204,Safari,0
636,dev_86,New York,86205,192.168.1.230,Edge,0
637,dev_185,Mumbai,6910,192.168.1.65,Safari,0
638,dev_285,Toronto,57713,192.168.1.31,Firefox,0
639,dev_462,Toronto,46857,192.168.1.132,Safari,1
640,dev_220,Berlin,34964,192.168.1.113,Edge,0
641,dev_69,London,85667,192.168.1.109,Edge,0
642,dev_47,Mumbai,25227,192.168.1.178,Edge,0
643,dev_497,Berlin,5978,192.168.1.69,Firefox,0
644,dev_94,Mumbai,17153,192.168.1.158,Safari,0
645,dev_238,London,59765,192.168.1.120,Safari,0
646,dev_446,Toronto,39071,192.168.1.88,Edge,0
647,dev_453,New York,69519,192.168.1.187,Safari,0
648,dev_204,Toronto,9503,192.168.1.67,Chrome,1
649,dev_400,Berlin,60703,192.168.1.75,Chrome,0
650,dev_218,New York,64379,192.168.1.45,Chrome,0
651,dev_474,Berlin,57866,192.168.1.4,Safari,0
652,dev_432,London,16905,192.168.1.154,Firefox,0
653,dev_341,New York,45838,192.168.1.155,Firefox,0
654,dev_39,Berlin,58279,192.168.1.174,Firefox,0
655,dev_100,London,26806,192.168.1.246,Firefox,0
656,dev_289,Toronto,45000,192.168.1.107,Chrome,0
657,dev_254,London,22168,192.168.1.192,Chrome,0
658,dev_222,Mumbai,70119,192.168.1.219,Edge,0
659,dev_357,London,38714,192.168.1.234,Safari,1
660,dev_23,London,54093,192.168.1.51,Safari,0
661,dev_250,Mumbai,55419,192.168.1.50,Firefox,0
662,dev_10,Berlin,49145,192.168.1.6,Chrome,0
663,dev_246,Berlin,77425,192.168.1.59,Firefox,0
664,dev_325,London,77811,192.168.1.125,Edge,0
665,dev_100,Mumbai,2461,192.168.1.143,Safari,0
666,dev_290,Mumbai,14291,192.168.1.245,Safari,0
667,dev_180,Toronto,46804,192.168.1.30,Firefox,0
668,dev_223,Berlin,76971,192.168.1.170,Edge,0
669,dev_394,New York,64946,192.168.1.229,Safari,0
670,dev_250,Berlin,84080,192.168.1.122,Edge,0
671,dev_147,Berlin,61332,192.168.1.125,Edge,0
672,dev_442,Toronto,77794,192.168.1.37,Firefox,0
673,dev_96,New York,30841,192.168.1.170,Chrome,0
674,dev_257,Toronto,48758,192.168.1.124,Firefox,0
675,dev_325,New York,76272,192.168.1.101,Chrome,0
676,dev_493,London,37643,192.168.1.35,Edge,0
677,dev_4,New York,50408,192.168.1.87,Chrome,0
678,dev_16,Toronto,43950,192.168.1.134,Edge,0
679,dev_280,Berlin,56849,192.168.1.196,Safari,1
680,dev_336,New York,28044,192.168.1.18,Safari,0
681,dev_247,New York,15997,192.168.1.252,Safari,0
682,dev_258,Mumbai,79751,192.168.1.201,Firefox,0
683,dev_497,Berlin,23911,192.168.1.113,Firefox,1
684,dev_476,London,55533,192.168.1.29,Edge,0
685,dev_384,Toronto,82566,192.168.1.77,Safari,0
686,dev_160,London,14571,192.168.1.59,Firefox,0
687,dev_475,Berlin,57941,192.168.1.175,Safari,0
688,dev_340,New York,58005,192.168.1.126,Firefox,0
689,dev_152,New York,86250,192.168.1.244,Chrome,0
690,dev_396,Berlin,58712,192.168.1.145,Chrome,0
691,dev_178,New York,43541,192.168.1.109,Safari,0
692,dev_163,New York,23387,192.168.1.224,Edge,0
693,dev_380,New York,48908,192.168.1.240,Firefox,0
694,dev_33,Toronto,85457,192.168.1.22,Firefox,0
695,dev_417,Toronto,13057,192.168.1.68,Chrome,0
696,dev_445,Mumbai,64028,192.168.1.69,Chrome,0
697,dev_179,London,55731,192.168.1.165,Edge,1
698,dev_427,Berlin,24858,192.168.1.233,Edge,0
699,dev_101,Berlin,48689,192.168.1.49,Edge,0
700,dev_268,Berlin,44638,192.168.1.141,Safari,0
701,dev_323,Mumbai,46486,192.168.1.162,Chrome,0
702,dev_65,Toronto,20567,192.168.1.109,Safari,0
703,dev_417,Mumbai,29739,192.168.1.86,Chrome,0
704,dev_168,Berlin,57804,192.168.1.53,Chrome,0
705,dev_330,London,3754,192.168.1.123,Firefox,0
706,dev_43,New York,27044,192.168.1.87,Chrome,0
707,dev_44,Toronto,67260,192.168.1.179,Chrome,0
708,dev_285,Toronto,66912,192.168.1.131,Safari,0
709,dev_397,Mumbai,8706,192.168.1.42,Chrome,1
710,dev_12,Toronto,8894,192.168.1.98,Safari,0
711,dev_95,Berlin,18037,192.168.1.160,Edge,1
712,dev_302,Berlin,83986,192.168.1.109,Chrome,0
713,dev_386,Mumbai,81942,192.168.1.51,Chrome,1
714,dev_253,Berlin,51612,192.168.1.250,Safari,0
715,dev_499,London,29725,192.168.1.241,Edge,0
716,dev_242,Mumbai,5926,192.168.1.85,Firefox,0
717,dev_35,London,9496,192.168.1.174,Edge,0
718,dev_215,New York,56447,192.168.1.127,Safari,0
719,dev_337,London,29806,192.168.1.236,Edge,0
720,dev_90,New York,41321,192.168.1.21,Safari,0
721,dev_264,New York,65095,192.168.1.44,Safari,0
722,dev_93,London,22656,192.168.1.139,Firefox,0
723,dev_410,Mumbai,55147,192.168.1.103,Chrome,0
724,dev_458,Berlin,49666,192.168.1.68,Safari,0
725,dev_90,Berlin,82368,192.168.1.243,Safari,0
726,dev_418,New York,38787,192.168.1.129,Firefox,0
727,dev_115,New York,62946,192.168.1.92,Safari,0
728,dev_105,Mumbai,21727,192.168.1.191,Chrome,0
729,dev_391,Toronto,68056,192.168.1.24,Firefox,0
730,dev_196,London,3081,192.168.1.125,Chrome,0
731,dev_314,New York,34196,192.168.1.227,Chrome,0
732,dev_114,Berlin,36735,192.168.1.141,Firefox,0
733,dev_493,Mumbai,80102,192.168.1.111,Safari,0
734,dev_75,London,79578,192.168.1.98,Chrome,0
735,dev_413,Mumbai,25498,192.168.1.139,Chrome,0
736,dev_376,London,76865,192.168.1.228,Chrome,0
737,dev_420,London,31656,192.168.1.179,Chrome,0
738,dev_217,New York,67695,192.168.1.253,Firefox,0
739,dev_277,Mumbai,37900,192.168.1.17,Firefox,0
740,dev_249,Mumbai,84899,192.168.1.99,Edge,0
741,dev_164,Berlin,47701,192.168.1.252,Edge,0
742,dev_394,Berlin,19033,192.168.1.82,Chrome,0
743,dev_357,New York,10805,192.168.1.104,Safari,0
744,dev_457,New York,35851,192.168.1.214,Chrome,1
745,dev_408,Toronto,26832,192.168.1.249,Safari,0
746,dev_192,Berlin,63437,192.168.1.152,Chrome,1
747,dev_227,London,13944,192.168.1.250,Edge,0
748,dev_177,Mumbai,19873,192.168.1.19,Edge,0
749,dev_99,New York,40372,192.168.1.165,Safari,0
750,dev_496,Mumbai,15379,192.168.1.231,Chrome,0
751,dev_36,Mumbai,36751,192.168.1.85,Safari,0
752,dev_466,Toronto,5110,192.168.1.8,Edge,0
753,dev_497,Berlin,54341,192.168.1.28,Chrome,0
754,dev_487,New York,12087,192.168.1.5,Chrome,1
755,dev_96,Mumbai,23762,192.168.1.145,Safari,0
756,dev_152,New York,82617,192.168.1.101,Firefox,0
757,dev_151,London,9596,192.168.1.164,Safari,0
758,dev_190,Toronto,18313,192.168.1.118,Edge,0
759,dev_224,London,66549,192.168.1.147,Edge,0
760,dev_37,New York,23705,192.168.1.64,Edge,0
761,dev_268,New York,67364,192.168.1.91,Edge,1
762,dev_369,Berlin,73445,192.168.1.117,Edge,0
763,dev_183,Mumbai,78645,192.168.1.98,Firefox,0
764,dev_13,Mumbai,2023,192.168.1.11,Chrome,0
765,dev_279,London,59796,192.168.1.54,Safari,0
766,dev_217,Toronto,80073,192.168.1.173,Safari,0
767,dev_355,Mumbai,64429,192.168.1.47,Edge,0
768,dev_361,Berlin,61627,192.168.1.140,Safari,0
769,dev_286,London,33848,192.168.1.246,Edge,0
770,dev_273,London,37804,192.168.1.149,Firefox,0
771,dev_369,Berlin,15379,192.168.1.246,Firefox,0
772,dev_62,Toronto,59664,192.168.1.139,Chrome,0
773,dev_84,Berlin,27766,192.168.1.231,Firefox,0
774,dev_368,Toronto,68099,192.168.1.220,Firefox,0
775,dev_217,Berlin,36060,192.168.1.5,Chrome,0
776,dev_342,Berlin,69122,192.168.1.209,Safari,0
777,dev_397,New York,16087,192.168.1.184,Edge,0
778,dev_187,London,48868,192.168.1.20,Edge,0
779,dev_19,Berlin,23225,192.168.1.169,Safari,0
780,dev_177,Berlin,6643,192.168.1.46,Chrome,0
781,dev_100,Mumbai,36727,192.168.1.250,Safari,0
782,dev_396,London,11005,192.168.1.12,Firefox,0
783,dev_445,Mumbai,65697,192.168.1.70,Chrome,0
784,dev_233,London,16029,192.168.1.17,Chrome,0
785,dev_403,Mumbai,14226,192.168.1.115,Chrome,0
786,dev_76,Berlin,63646,192.168.1.147,Edge,0
787,dev_265,Berlin,60603,192.168.1.154,Safari,0
788,dev_455,New York,28731,192.168.1.48,Chrome,0
789,dev_284,Mumbai,68926,192.168.1.108,Chrome,0
790,dev_206,Toronto,5997,192.168.1.236,Chrome,1
791,dev_223,New York,55506,192.168.1.52,Safari,0
792,dev_384,Mumbai,78229,192.168.1.96,Edge,0
793,dev_52,Mumbai,49815,192.168.1.70,Firefox,1
794,dev_339,New York,42092,192.168.1.183,Edge,1
795,dev_367,Berlin,62539,192.168.1.250,Chrome,0
796,dev_144,Mumbai,66077,192.168.1.228,Edge,0
797,dev_373,Berlin,21817,192.168.1.102,Edge,0
798,dev_69,New York,37861,192.168.1.75,Firefox,0
799,dev_99,Berlin,13428,192.168.1.161,Safari,0
800,dev_396,London,43934,192.168.1.190,Safari,0
801,dev_25,Toronto,10258,192.168.1.216,Edge,0
802,dev_436,Mumbai,57775,192.168.1.151,Edge,0
803,dev_379,Toronto,81580,192.168.1.143,Safari,0
804,dev_469,Berlin,5469,192.168.1.155,Safari,0
805,dev_484,Mumbai,28854,192.168.1.203,Firefox,0
806,dev_53,Berlin,6256,192.168.1.192,Chrome,0
807,dev_151,London,76256,192.168.1.249,Edge,0
808,dev_144,New York,33937,192.168.1.243,Safari,0
809,dev_57,Mumbai,1651,192.168.1.242,Edge,0
810,dev_39,London,50288,192.168.1.209,Edge,1
811,dev_109,London,84730,192.168.1.179,Safari,0
812,dev_181,Mumbai,25051,192.168.1.181,Firefox,0
813,dev_42,Berlin,27386,192.168.1.206,Edge,0
814,dev_186,London,75054,192.168.1.219,Firefox,0
815,dev_423,Toronto,16184,192.168.1.82,Safari,0
816,dev_398,London,33787,192.168.1.92,Chrome,0
817,dev_223,Berlin,21621,192.168.1.179,Chrome,0
818,dev_122,Berlin,75564,192.168.1.175,Edge,0
819,dev_133,Toronto,77984,192.168.1.239,Safari,0
820,dev_163,London,59792,192.168.1.4,Firefox,0
821,dev_215,Berlin,45253,192.168.1.135,Edge,1
822,dev_221,Mumbai,34051,192.168.1.109,Safari,1
823,dev_235,New York,49811,192.168.1.163,Safari,0
824,dev_331,New York,30447,192.168.1.48,Firefox,0
825,dev_146,New York,83930,192.168.1.73,Edge,0
826,dev_239,London,30254,192.168.1.72,Safari,0
827,dev_76,Toronto,84045,192.168.1.116,Safari,0
828,dev_9,Berlin,57418,192.168.1.173,Safari,1
829,dev_74,Mumbai,14472,192.168.1.81,Firefox,0
830,dev_442,Mumbai,3471,192.168.1.81,Edge,0
831,dev_492,London,8329,192.168.1.113,Edge,0
832,dev_401,New York,34865,192.168.1.225,Edge,1
833,dev_253,London,46850,192.168.1.96,Edge,0
834,dev_230,Toronto,54220,192.168.1.72,Chrome,0
835,dev_7,Toronto,6397,192.168.1.147,Chrome,0
836,dev_174,Berlin,35525,192.168.1.63,Edge,0
837,dev_141,Berlin,53072,192.168.1.38,Firefox,0
838,dev_168,Toronto,83820,192.168.1.67,Chrome,1
839,dev_170,Toronto,84530,192.168.1.187,Safari,0
840,dev_393,Toronto,23284,192.168.1.69,Chrome,0
841,dev_434,London,61330,192.168.1.13,Safari,0
842,dev_283,Toronto,83369,192.168.1.175,Edge,0
843,dev_122,Mumbai,25122,192.168.1.238,Chrome,0
844,dev_194,New York,70553,192.168.1.189,Firefox,0
845,dev_5,Toronto,81906,192.168.1.31,Chrome,0
846,dev_29,New York,62812,192.168.1.247,Chrome,0
847,dev_165,London,7999,192.168.1.208,Chrome,0
848,dev_422,New York,22436,192.168.1.114,Edge,0
849,dev_339,London,42963,192.168.1.224,Firefox,0
850,dev_136,Mumbai,2096,192.168.1.22,Chrome,0
851,dev_496,London,25279,192.168.1.93,Firefox,0
852,dev_365,London,26201,192.168.1.214,Edge,0
853,dev_321,Berlin,19715,192.168.1.171,Safari,0
854,dev_342,Toronto,29309,192.168.1.67,Chrome,0
855,dev_145,Toronto,15078,192.168.1.54,Firefox,0
856,dev_327,Mumbai,56614,192.168.1.138,Firefox,0
857,dev_217,Mumbai,5105,192.168.1.42,Edge,0
858,dev_301,Toronto,2839,192.168.1.64,Chrome,0
859,dev_132,Berlin,68920,192.168.1.126,Safari,0
860,dev_292,Toronto,43619,192.168.1.21,Firefox,1
861,dev_70,Berlin,42821,192.168.1.208,Chrome,0
862,dev_252,Mumbai,13493,192.168.1.204,Safari,0
863,dev_415,New York,17069,192.168.1.194,Firefox,0
864,dev_275,Mumbai,7531,192.168.1.169,Firefox,1
865,dev_445,Mumbai,37051,192.168.1.152,Safari,0
866,dev_364,London,7736,192.168.1.35,Safari,0
867,dev_182,London,7710,192.168.1.184,Edge,0
868,dev_167,London,67155,192.168.1.30,Chrome,0
869,dev_91,London,13975,192.168.1.57,Chrome,0
870,dev_202,Berlin,62424,192.168.1.222,Edge,0
871,dev_346,Toronto,45603,192.168.1.47,Firefox,0
872,dev_19,New York,23252,192.168.1.163,Safari,0
873,dev_39,Mumbai,80797,192.168.1.19,Safari,0
874,dev_126,Berlin,1431,192.168.1.114,Safari,0
875,dev_451,New York,74603,192.168.1.8,Firefox,0
876,dev_173,Berlin,37481,192.168.1.26,Safari,0
877,dev_141,Berlin,9557,192.168.1.113,Safari,0
878,dev_242,Mumbai,74971,192.168.1.232,Edge,1
879,dev_220,Toronto,162,192.168.1.71,Firefox,0
880,dev_126,London,34742,192.168.1.30,Chrome,0
881,dev_58,Toronto,19675,192.168.1.135,Edge,0
882,dev_148,Mumbai,73997,192.168.1.67,Edge,0
883,dev_476,Mumbai,17015,192.168.1.65,Chrome,1
884,dev_456,Mumbai,50057,192.168.1.36,Edge,0
885,dev_317,New York,32591,192.168.1.25,Firefox,0
886,dev_383,Toronto,9833,192.168.1.37,Safari,0
887,dev_361,Toronto,7896,192.168.1.1,Firefox,0
888,dev_423,Berlin,32972,192.168.1.143,Chrome,0
889,dev_1,Berlin,49733,192.168.1.37,Chrome,0
890,dev_387,Berlin,41800,192.168.1.141,Edge,0
891,dev_461,Mumbai,5347,192.168.1.232,Firefox,0
892,dev_348,Toronto,59063,192.168.1.136,Firefox,0
893,dev_190,Mumbai,2643,192.168.1.133,Chrome,1
894,dev_191,New York,40785,192.168.1.188,Firefox,0
895,dev_369,Berlin,18681,192.168.1.128,Chrome,0
896,dev_409,Mumbai,50026,192.168.1.201,Firefox,0
897,dev_312,Mumbai,15892,192.168.1.127,Firefox,0
898,dev_417,New York,47299,192.168.1.1,Firefox,0
899,dev_422,London,17073,192.168.1.164,Chrome,0
900,dev_117,Toronto,30682,192.168.1.35,Edge,0
901,dev_134,London,14289,192.168.1.194,Firefox,0
902,dev_58,Berlin,7927,192.168.1.191,Chrome,0
903,dev_44,Mumbai,48330,192.168.1.104,Chrome,0
904,dev_173,New York,66707,192.168.1.23,Firefox,0
905,dev_160,New York,77454,192.168.1.9,Firefox,0
906,dev_173,Toronto,65428,192.168.1.34,Edge,0
907,dev_317,London,50601,192.168.1.174,Chrome,0
908,dev_303,Toronto,77465,192.168.1.206,Chrome,0
909,dev_149,Mumbai,2539,192.168.1.128,Safari,0
910,dev_80,Toronto,22669,192.168.1.4,Chrome,0
911,dev_374,New York,70968,192.168.1.158,Edge,0
912,dev_213,New York,20644,192.168.1.223,Safari,0
913,dev_203,Berlin,18745,192.168.1.102,Safari,0
914,dev_252,Berlin,28228,192.168.1.75,Safari,0
915,dev_229,Mumbai,34521,192.168.1.99,Firefox,0
916,dev_164,London,26928,192.168.1.72,Firefox,0
917,dev_227,Toronto,18322,192.168.1.3,Chrome,0
918,dev_147,Mumbai,57714,192.168.1.142,Safari,0
919,dev_20,Berlin,62292,192.168.1.188,Edge,0
920,dev_441,Toronto,29055,192.168.1.205,Firefox,0
921,dev_402,Berlin,42891,192.168.1.173,Edge,0
922,dev_47,Toronto,81912,192.168.1.224,Edge,0
923,dev_233,London,6588,192.168.1.34,Firefox,0
924,dev_305,Mumbai,6304,192.168.1.45,Firefox,0
925,dev_14,Toronto,7345,192.168.1.61,Firefox,0
926,dev_143,New York,29300,192.168.1.83,Firefox,0
927,dev_415,New York,24259,192.168.1.123,Safari,0
928,dev_1,Toronto,15352,192.168.1.102,Safari,0
929,dev_373,Toronto,33365,192.168.1.16,Safari,0
930,dev_54,Toronto,19446,192.168.1.66,Safari,0
931,dev_374,New York,2336,192.168.1.168,Chrome,0
932,dev_259,New York,62032,192.168.1.145,Safari,0
933,dev_144,Toronto,75415,192.168.1.119,Firefox,0
934,dev_471,Berlin,7521,192.168.1.162,Edge,0
935,dev_441,Berlin,71707,192.168.1.234,Safari,0
936,dev_459,London,23481,192.168.1.124,Chrome,0
937,dev_12,Mumbai,18474,192.168.1.144,Firefox,0
938,dev_330,Berlin,46760,192.168.1.102,Edge,0
939,dev_224,New York,55718,192.168.1.188,Edge,0
940,dev_272,Berlin,44629,192.168.1.66,Safari,0
941,dev_456,London,45232,192.168.1.194,Edge,1
942,dev_358,London,67169,192.168.1.218,Safari,0
943,dev_460,Mumbai,50669,192.168.1.13,Safari,1
944,dev_408,Berlin,78021,192.168.1.184,Firefox,1
945,dev_156,New York,69184,192.168.1.111,Firefox,0
946,dev_373,New York,47945,192.168.1.159,Chrome,0
947,dev_8,Toronto,13140,192.168.1.252,Firefox,0
948,dev_122,New York,83457,192.168.1.34,Firefox,0
949,dev_348,Mumbai,14357,192.168.1.39,Safari,0
950,dev_164,Mumbai,68673,192.168.1.195,Firefox,0
951,dev_90,New York,65633,192.168.1.136,Safari,0
952,dev_136,New York,76943,192.168.1.215,Safari,0
953,dev_186,Toronto,78258,192.168.1.206,Firefox,0
954,dev_316,New York,12924,192.168.1.120,Chrome,0
955,dev_178,Toronto,69286,192.168.1.126,Chrome,0
956,dev_28,Toronto,74071,192.168.1.55,Edge,0
957,dev_220,New York,57326,192.168.1.27,Edge,0
958,dev_357,London,30651,192.168.1.118,Firefox,1
959,dev_41,London,70202,192.168.1.221,Chrome,0
960,dev_228,Toronto,48777,192.168.1.231,Safari,0
961,dev_192,New York,16994,192.168.1.53,Edge,0
962,dev_411,London,67263,192.168.1.39,Safari,0
963,dev_447,New York,59634,192.168.1.65,Edge,0
964,dev_145,New York,10800,192.168.1.145,Firefox,0
965,dev_201,New York,37823,192.168.1.233,Chrome,0
966,dev_417,Berlin,63878,192.168.1.158,Edge,0
967,dev_212,New York,18708,192.168.1.181,Chrome,1
968,dev_461,Berlin,12819,192.168.1.13,Safari,0
969,dev_220,Toronto,74905,192.168.1.21,Firefox,0
970,dev_240,London,63870,192.168.1.147,Chrome,0
971,dev_413,London,9283,192.168.1.53,Firefox,0
972,dev_397,London,30573,192.168.1.19,Chrome,0
